hotel_name,location,landmark,ratings,info,price,tag,accessibility,occupancy_details,description
"Nanu Resort & Spa, Arambol",Arambol,| About a minute walk to Baga Beach,4.3,"['Room in an Apartment', '| 1 Bedroom | Sleeps 4 guests']","₹5,079 per night",null,null,null,CoupleFriendlyBreakfastavailableatextracharges
Nityananda Residency,Margao,| 5 minutes walk to Candolim Beach,4.5,"['Free Wi-Fi', 'Air Conditioning']","₹1,776 per night",null,null,null,
Krishna Beach Resort and Spa,Colva,| 3.0 km drive to Mandrem Beach,3.9,"['Indoor Games', 'Entire Apartment']","₹4,264 per night",null,null,null,CoupleFriendlyBreakfastavailableatextracharges
Marquis Beach Resort,Candolim,null,4.4,"['| 1 Bedroom | Sleeps 3 guests', 'Reception']","₹13,150 per night",null,null,null,CoupleFriendlyBreakfastIncluded
Asiatic Service Apartments,Calangute,null,2.8,"['Housekeeping', 'Room in a Villa']","₹1,923 per night",null,Entire Apartment,| 1 Bedroom | Sleeps 8 guests,CoupleFriendly
Resort De Coracao- Calangute,Calangute,| 2 minutes walk to Agonda Beach,3.6,"['| 1 Bedroom | Sleeps 4 guests', 'Caretaker']","₹6,467 per night",null,null,null,CoupleFriendlyBreakfastavailableatextracharges10%DiscountOnF&BServices
Avataara Resort & Spa,Vagator,null,4.3,"['Housekeeping', 'Swimming Pool']","₹14,040 per night",null,null,null,"CoupleFriendlyFreeCancellationBreakfastIncludedBook@₹0availableEnjoybreakfasttillnoon&freeminibar,onceduringthestay"
"Casa Ahaana Resort Vagator, By Lavin Hotels.",Vagator,| 6 minutes walk to Anjuna Beach,3.6,"['Water Sports', 'Room in a Beach Hut']","₹3,904 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextracharges
GOA TOURIST DORMITORY,Panjim,| 2 minutes walk to Candolim Beach,2.3,"['| 1 Bedroom | Sleeps 4 guests', 'Caretaker']",₹770 per night,null,Beds in a Hostel,| 2 Dorm Beds,
Hotel Vemara,Panjim,| 1.6 km drive to Calangute Beach,4,"['Housekeeping', 'Swimming Pool']","₹6,243 per night",null,null,null,CoupleFriendlyBreakfastavailableatextracharges
Seasons Hotel,South Goa,| 1.2 km drive to Mandrem Beach,3.9,"['Spa', 'Gym']","₹2,782 per night",null,null,null,BreakfastIncluded
The Karma Plaza,Vasco Da Gama,| 9 minutes walk to Madgaon Bus Terminal,2.9,"['Swimming Pool', 'Gym']","₹1,227 per night",null,null,null,CoupleFriendly
Cilantro-Agonda Canacona | Rooms & Wi-Fi,Agonda,| 7 minutes walk to Colva Beach,3.4,"['Swimming Pool', 'Swimming Pool']","₹2,560 per night",null,Room in a Cottage,| 1 Bedroom | Sleeps 4 guests,"CoupleFriendlyCottageswithacaretaker,restaurant&beachaccess"
"Stone Wood Beach Resort and Club, Vagator Beach",Vagator,| 4-5 minutes walk from Candolim Beach,3.3,"['Lounge', 'Gym']","₹8,723 per night",null,null,null,CoupleFriendlyBreakfastIncluded15%DiscountonF&Bservices
Amigos Candolim Beach,Candolim,| 4-5 minutes walk from Calangute Beach,4,"['Swimming Pool', 'Restaurant']","₹3,692 per night",Like a 3 Star,Room in an Apartment,| 1 Bedroom | Sleeps 4 guests,"CoupleFriendlyBreakfastavailableatextrachargesMajesticstaynearbeachwithapool,bar&restaurant"
Bunkd Hostel Anjuna | Dorms & Restaurant,Anjuna,| 10 minutes walk to Calangute Beach,4.1,"['Room in an Apartment', '| 1 Bedroom | Sleeps 10 guests']","₹1,068 per night",Like a 3 Star,Beds in a Hostel,| 2 Dorm Beds,CoupleFriendly
Hotel Lua Nova,Baga,| 2.0 km drive to Anjuna Beach,3.2,"['Shared Swimming Pool', 'Caretaker']","₹2,890 per night",null,null,null,CoupleFriendlyBreakfastavailableatextracharges
Beach House Resort Goa,Benaulim,| 3.0 km drive to Vagator Beach,4.2,"['Room in a Cottage', '| 1 Bedroom | Sleeps 4 guests']","₹6,225 per night",null,null,null,CoupleFriendlyBreakfastavailableatextracharges20%Discountonalacarte
The Golden Rice,Candolim,| 1.5 km drive to Deltin Royale,3.1,"['Caretaker', 'Housekeeping']","₹1,287 per night",null,Entire Apartment,| 1 Bedroom | Sleeps 5 guests,CoupleFriendly
RAINBOW LINING HOSTELS PALOLEM,Palolem,| 2.2 km drive to Deltin Royale,4.6,"['Room in a Cottage', '| 1 Bedroom | Sleeps 4 guests']","₹1,811 per night",Like a 3 Star,Beds in a Hostel,| 2 Dorm Beds,"Bustlinghostelwitharestaurant,indoorgames&bonfire"
360 Bliss Dia Homes,Nerul,| 10 minutes walk to Margao Bus Terminal,4.5,"['Shared Swimming Pool', 'Caretaker']","₹3,522 per night",Like a 3 Star,Entire Apartment,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
Radisson Goa Candolim,Candolim,| 8.0 km drive to Goa International Airport,4.1,"['Room in an Apartment', '| 1 Bedroom | Sleeps 4 guests']","₹12,623 per night",null,null,null,CoupleFriendlyBreakfastIncludedWelcomeBeeronarrivaland1+1HappyHoursfrom11amto7pm!
Godwin Goa,Candolim,| 3 minutes walk to Agonda Beach,3.6,"['Reception', 'Housekeeping']","₹4,568 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextracharges
Treebo Morjim Banyan Resort,Morjim,| 4-5 minutes walk from Vagator Beach,3.7,"['Caretaker', 'Night Club']","₹4,237 per night",null,null,null,"FreeCancellationBreakfastIncludedBook@₹0availableSwimmingpool,cleanrooms,andparking"
Heritage Villa Calangute,Calangute Baga Road,| 4-5 minutes walk from Candolim Beach,null,"['null', 'Room in an Apartment']","₹33,489 per night",Like a 4 Star,Entire Villa,| 4 Bedrooms | Sleeps 16 guests,"CoupleFriendlyEntirepoolvillafeaturingalivingroom,beachaccess&parking"
Santonio Resorts,Vagator,| 2 minutes walk to Anjuna Beach,4.3,"['| 1 Bedroom | Sleeps 4 guests', 'Reception']","₹3,300 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextracharges
Sea Shore Beach Resort,Calangute,| 5 minutes walk to Baga Beach,3.4,"['Caretaker', 'Restaurant']","₹3,436 per night",Like a 3 Star,Room in an Apartment,| 1 Bedroom | Sleeps 4 guests,CoupleFriendlyBreakfastavailableatextracharges
Hotel Image Inn,Calangute,| About a minute walk to Sernabatim Beach,3.6,"['24-hour Room Service', 'Beds in a Hostel']","₹2,861 per night",null,null,null,CoupleFriendlyBreakfastavailableatextracharges
"La GoYa at Anjuna Beachside, Goa",Anjuna,| 5 minutes walk to Candolim Beach,5,"['| 2 Dorm Beds', 'Swimming Pool']","₹1,791 per night",null,Rooms in an Apartment,| 2 Bedrooms | Sleeps 4 guests,CoupleFriendly
GreenAmbit - The Calissa by Vacayom Homestay,Calangute,| 8 minutes walk to Palolem Beach,5,"['Lounge', 'Room in a Cottage']","₹8,930 per night",Like a 3 Star,Room in an Apartment,| 1 Bedroom | Sleeps 4 guests,CoupleFriendlyFreeCancellationBook@₹0available
Celina Guest House,Calangute,null,3.1,"['| 1 Bedroom | Sleeps 3 guests', 'Swimming Pool']","₹2,108 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0available
Sabinas Homestay,Bardez,| 10 minutes walk to Candolim Beach,4.7,"['Kitchenette', 'Swimming Pool']","₹3,005 per night",null,Room in a Homestay,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
Thalassa Beach Boutique Resort,Ashwem Beach,| 8 minutes walk to Candolim Beach,4,"['Restaurant', 'Bed in a Hostel']","₹16,587 per night",null,null,null,CoupleFriendlyBreakfastIncluded
Fairfield by Marriott Goa Benaulim,Benaulim,| 4-5 minutes walk from Morjim Beach,4.6,"['| 2 Dorm Beds', 'Swimming Pool']","₹13,925 per night",null,null,null,CoupleFriendlyFreeCancellationBreakfastavailableatextrachargesComplimentaryeveninghighteaonarrivalbetween4p.m.and6p.m.
Rootsvilla Vagator- Longstays and coworking Hostel,Vagator,| 9 minutes walk to Calangute Beach,4.3,"['Caretaker', 'Room in a Beach Hut']","₹1,405 per night",Like a 3 Star,Beds in a Hostel,| 2 Dorm Beds,"CoupleFriendlyHostelwithwell-keptdorms,well-equippedkitchen&garden"
Cafe blue in Palolem,Palolem,| 9 minutes walk to Vagator Beach,4.1,"['| 1 Bedroom | Sleeps 4 guests', 'Caretaker']","₹3,861 per night",Like a 3 Star,Room in a Cottage,| 1 Bedroom | Sleeps 4 guests,"CoupleFriendlyBreakfastavailableatextrachargesBeachfrontcottagewithacafe,barbecue&indoorgames"
Pousada Donaciana | Rooms & Caretaker,Baga,| 4 minutes walk to Calangute Beach,3.8,"['Housekeeping', 'Room in a Cottage']","₹3,127 per night",null,Room in a Cottage,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
Vedana Retreat,Arambol,| 4-5 minutes walk from Calangute Beach,3.8,"['| 1 Bedroom | Sleeps 4 guests', 'Caretaker']","₹2,142 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextracharges
Sea Side Beach House,Calangute Baga Road,| About a minute walk to Anjuna Beach,4,"['Lawn', 'Swimming Pool']","₹1,819 per night",null,Room in an Apartment,| 1 Bedroom | Sleeps 5 guests,
Sobit Sarovar Portico,Palolem,| 10 minutes walk to Calangute Beach,4.5,"['Indoor Games', 'Swimming Pool']","₹10,766 per night",null,null,null,CoupleFriendlyBreakfastIncluded
Mansions by Pinto Rosario | Luxe Pool Villa,Bardez,| About a minute walk to Calangute Beach,4.1,"['Restaurant', 'Entire Apartment']","₹12,722 per night",Like a 3 Star,Entire Villa,| 3 Bedrooms | Sleeps 12 guests,CoupleFriendly
"Verandah - A Beautiful Story, Near Anjuna Beach",Anjuna,null,4.3,"['| 1 Bedroom | Sleeps 4 guests', 'Reception']","₹3,347 per night",null,null,null,CoupleFriendlyBreakfastavailableatextracharges
Sun City Resort,Baga,| 7 minutes walk to Ashwem Beach,3.7,"['24-hour Security', 'Entire Apartment']","₹4,121 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextracharges
SUNSET WAVES RESORT,Mandrem Beach,| About a minute walk to Benaulim Beach,4.3,"['| 1 Bedroom | Sleeps 4 guests', 'Swimming Pool']","₹4,617 per night",null,null,null,CoupleFriendlyBreakfastavailableatextracharges
Fig House - Entire 1 BHK Apartments,Siolim,| 2.5 km drive to Vagator Beach,4.3,"['Reception', 'Jacuzzi']","₹4,279 per night",Like a 3 Star,Entire Apartment,| 1 Bedroom | Sleeps 4 guests,"CoupleFriendlyFreeCancellationBook@₹0availableSuiteamidstgreenerywithapool,restaurant&akitchen"
Bliss Water Resort | Rooms in a Cottage,Arambol,| About a minute walk to Palolem Beach,3.8,"['Spa', '| 1 Bedroom | Sleeps 4 guests']","₹2,401 per night",Like a 3 Star,Room in a Cottage,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
Hotel Wayfarer,Porvorim,| 2 minutes walk to Baga Beach,4.4,"['Barbeque', 'Bonfire']","₹5,530 per night",null,null,null,"CoupleFriendlyBreakfastavailableatextrachargesFreeRoomUpgrade,SubjecttoAvailability"
Villa De Orange A Boutique Hotel,Siolim,| 1.5 km drive to Mandrem Beach,4.3,"['| 1 Bedroom | Sleeps 3 guests', 'Swimming Pool']","₹2,973 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextracharges
Blue Flamingo 1BHK Private Apartment,Baga,| 9 minutes walk to Calangute Beach,3.3,"['Caretaker', 'Swimming Pool']","₹2,588 per night",Like a 3 Star,Entire Apartment,| 2 Bedrooms | Sleeps 8 guests,CoupleFriendly
Harmal's Residency,Arambol,| 4 minutes walk to Palolem Beach,3.8,"['Indoor Games', 'Swimming Pool']","₹2,475 per night",Like a 3 Star,Room in a Homestay,| 1 Bedroom | Sleeps 4 guests,CoupleFriendlyFreeCancellationBook@₹0available
Goa Woodlands Hotel,Margao,null,4.3,"['Water Sports', 'Room in an Apartment']","₹3,301 per night",null,null,null,CoupleFriendlyBreakfastIncluded
Neelam's The Grand,Calangute,| 2.9 km drive to Anjuna Beach,3.7,"['| 1 Bedroom | Sleeps 6 guests', 'Reception']","₹4,186 per night",null,null,null,CoupleFriendlyBreakfastavailableatextracharges
My Sea Side Hotel Baga,Baga,| 8 minutes walk to Baga Beach,2.8,"['Caretaker', 'Swimming Pool']","₹1,896 per night",null,Room in an Apartment,| 1 Bedroom | Sleeps 4 guests,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextrachargesPropertywithadiningarea&terracesit-outswithviews
Casa De Royale Goa,Vagator,| About a minute walk to Mandrem Beach,3.7,"['Restaurant', '| 1 Bedroom | Sleeps 4 guests']","₹2,557 per night",null,Room in an Apartment,| 1 Bedroom | Sleeps 4 guests,"CoupleFriendlyBreakfastIncludedRitzyvillaboastinganazurepool,lawn&diningarea"
Riva Boutique Apartments,Porvorim,null,4.1,"['Wi-Fi', 'Swimming Pool']","₹3,399 per night",null,null,null,CoupleFriendlyFreeCancellationBreakfastIncludedQuaintstudiorooms&aplungepoolneartopGoanbeaches
The Crown Goa,31st January Road,| 1.5 km drive to Mandrem Beach,3.9,"['Kids Play Area', 'Gym']","₹16,425 per night",null,null,null,CoupleFriendlyFreeCancellationBreakfastIncludedBook@₹0availableHilltopretreatofferingscenicriverviews&24/7restaurant
JS Holiday Apartment,Calangute,null,3.3,"['Swimming Pool', '| 1 Bedroom | Sleeps 4 guests']","₹1,615 per night",null,Room in a Homestay,| 1 Bedroom | Sleeps 8 guests,"CoupleFriendlyHomestayfeaturingakitchen,Wi-Fi&parking"
Bella Villa | Rooms in Homestay,Panjim,null,3.7,"['Reception', 'Caretaker']","₹1,769 per night",null,Room in a Homestay,| 1 Bedroom | Sleeps 4 guests,FreeCancellationBook@₹0availableBreakfastavailableatextracharges
Budget Friendly Studio Apartments in North Goa near Anjuna,Bardez,| 7 minutes walk to Baga Beach,4.4,"['Entire Villa', '| 4 Bedrooms | Sleeps 12 guests']",₹999 per night,null,Entire Apartment,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
ARIV INN,Baga,| 2.3 km drive to Mandrem Beach,3.3,"['Swimming Pool', 'Kitchenette']","₹2,194 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0available
78 Backpackers Anjuna,Anjuna,Ends  in  03h:  00m:  12s,4.6,"['Swimming Pool', 'Restaurant']","₹1,507 per night",null,Beds in a Hostel,| 2 Dorm Beds,CoupleFriendly
Xec Residency,Margao,null,3.4,"['Room in a Beach Hut', '| 1 Bedroom | Sleeps 4 guests']","₹2,626 per night",null,Room in an Apartment,| 1 Bedroom | Sleeps 3 guests,"CoupleFriendlyBreakfastavailableatextrachargesStylishapartmentwithadiningarea,livingroom&parking"
Doris Beach House,Calangute,| 1.2 km drive to Calangute Beach,3.4,"['Caretaker', 'Housekeeping']","₹2,528 per night",null,Room in a Homestay,| 1 Bedroom | Sleeps 4 guests,"FreeCancellationBook@₹0availableWell-furnishedhomewithhomelymeals,balconysit-outs&parking10%DiscountOnAirportTransfer"
Calangute Heights by Stay ALYF | Luxury 1 BHK Apartments,Calangute,| About a minute walk to Baga Beach,4.7,"['Swimming Pool', 'Room in a Homestay']","₹3,907 per night",null,Entire Apartment,| 1 Bedroom | Sleeps 4 guests,"CoupleFriendlyModernapartmentfeaturingapool,powerbackup&parking"
Ramsons Luxo | Entire Service Apartment,Siolim,| 1.9 km drive to Vagator Beach,3.4,"['| 1 Bedroom | Sleeps 6 guests', 'Living Room']","₹4,088 per night",null,Entire Apartment,| 2 Bedrooms | Sleeps 8 guests,"CoupleFriendlyEntirepet-friendlyapartmentunitsofferingapool,kitchen&Wi-Fi"
City Xpress Goa,Panjim,null,4,"['Barbeque', 'Water Sports']","₹1,188 per night",null,null,null,CoupleFriendlyPayAtHotel
The Ivy Anjuna,Anjuna,| 6 minutes walk to Deltin Royale,4,"['Kids Play Area', 'null']","₹7,068 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextracharges
LE SEASONS RESORT,Candolim,| About a minute walk to Calangute Beach,3.9,"['Room in a Homestay', '| 1 Bedroom | Sleeps 4 guests']","₹3,687 per night",null,null,null,CoupleFriendlyFreeCancellationBreakfastIncludedBook@₹0available15%DiscountOnAirportTransfer
Piccolo Dreams | Rooms & Restaurant,Palolem,null,3.2,"['Caretaker', 'Parking']","₹1,821 per night",null,Room in a Cottage,| 1 Bedroom | Sleeps 4 guests,"CoupleFriendlyBreakfastavailableatextrachargesCottagewithacaretaker,high-speedWi-Fi&beachaccess"
Resort Martins Siesta,Bardez,null,2.9,"['Room in a Cottage', '| 1 Bedroom | Sleeps 3 guests']","₹2,819 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextracharges
O CECELEA GUEST HOUSE,Calangute,| 2 minutes walk to Baga Beach,4.3,"['Swimming Pool', 'Kitchenette']","₹2,108 per night",null,null,null,CoupleFriendly
Serenova by Dia Hotels,Calangute,| 9 minutes walk to Anjuna Beach,4.2,"['Beds in a Hostel', '| 2 Dorm Beds']","₹3,264 per night",null,null,null,CoupleFriendlyBreakfastavailableatextracharges
Crystal Goa Turquoise Goa,Palolem,null,4,"['Lounge', 'Caretaker']","₹5,403 per night",Like a 3 Star,Room in a Cottage,| 1 Bedroom | Sleeps 4 guests,"CoupleFriendlyBreakfastIncludedCharmingholidayhomewithapool,restaurant&freeWi-Fi"
La Mer Beach Resorts,Calangute,| 3 minutes walk to Calangute Beach,2.6,"['Lounge', 'Gym']","₹8,033 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextracharges
Altrude Villa | Rooms Near Beach,Candolim,| 1.4 km drive to Calangute Beach,3.4,"['Swimming Pool', 'Room in an Apartment']","₹1,620 per night",null,Room in a Villa,| 1 Bedroom | Sleeps 4 guests,CoupleFriendlyFreeCancellationBook@₹0available
Azaya Beach Resort,Benaulim,null,4,"['| 1 Bedroom | Sleeps 4 guests', 'Shared Swimming Pool']","₹18,959 per night",null,null,null,CoupleFriendlyBreakfastIncluded30%offonsessionofSpa
La Sunila Suites and Villas by WSI,Baga,| 10 minutes walk to Deltin Royale,4.3,"['Reception', 'Room in a Cottage']","₹5,184 per night",null,null,null,CoupleFriendlyFreeCancellationBreakfastIncludedBook@₹0available
JW Marriott Goa,Vagator,| 9 minutes walk to Anjuna Beach,4.6,"['| 1 Bedroom | Sleeps 4 guests', 'Shared Swimming Pool']","₹24,600 per night",null,null,null,CoupleFriendlyBreakfastIncludedPayAtHotelEnjoy2roundsofbowlingperstayatNeonGamingCentre
12 Monks Hostel Arambol Goa,Arambol Beach,| 7 minutes walk to Candolim Beach,4.6,"['Caretaker', 'Swimming Pool']",₹969 per night,null,Beds in a Hostel,| 2 Dorm Beds,CoupleFriendly
LA VERA BOUTIQUE HOTEL MANDREM,North Goa,| 10 minutes walk to Palolem Beach,4.4,"['Water Sports', 'Swimming Pool']","₹2,735 per night",null,null,null,CoupleFriendlyBreakfastavailableatextracharges
Sunrise Apartments by Vihasta,Bardez,null,3.7,"['Restaurant', '| 1 Bedroom | Sleeps 2 guests']","₹4,418 per night",Like a 3 Star,Room in an Apartment,| 1 Bedroom | Sleeps 6 guests,CoupleFriendly
Sapana Meadows by Nanu Resorts,Betalbatim,| 1-2 minutes walk from Calangute Beach,null,"['Swimming Pool', 'Barbeque']","₹3,794 per night",null,Entire Apartment,| 1 Bedroom | Sleeps 3 guests,CoupleFriendly
Bella Pensao,Bardez,| 1.2 km drive to Candolim Beach,4.3,"['Room in an Apartment', '| 1 Bedroom | Sleeps 4 guests']","₹1,698 per night",null,Beds in a Homestay,| Sleeps 4 guests,
Mariners Bay Resort,North Goa,| 2.2 km drive to Palolem Beach,3.9,"['Swimming Pool', 'Reception']","₹3,308 per night",null,null,null,Breakfastavailableatextracharges
Stone Wood Riverfront Resort,Siolim,| 2 minutes walk to Calangute Beach,3.9,"['Spa', 'Restaurant']","₹4,873 per night",null,null,null,CoupleFriendlyBreakfastIncluded15%DiscountonF&Bservices
LEMONMINT SVELTON MANOR GOA,Calangute,| About a minute walk to Candolim Beach,4.5,"['Beach club', 'Restaurant']","₹6,253 per night",null,null,null,CoupleFriendlyBreakfastavailableatextracharges
Larios Beach Holidays ( By the Beach ),Baga,| About a minute walk to Benaulim Beach,3.2,"['| 1 Bedroom | Sleeps 4 guests', 'Shared Swimming Pool']","₹5,019 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextracharges
La Quinta Goa Service Apartments (Stay to Unwind),Arpora,| 1.9 km drive to Baga Beach,4.4,"['Shared Living Room', 'Swimming Pool']","₹4,933 per night",Like a 3 Star,Entire Apartment,| 1 Bedroom | Sleeps 5 guests,CoupleFriendly1BHKapartmentwithanen-suitebalcony&sharedlawn
Crystal Goa Emerald Edition | Rooms & Cafe,Palolem,| 2.0 km drive to Vagator Beach,4.1,"['Gym', 'Beds in a Hostel']","₹4,556 per night",null,Room in an Apartment,| 1 Bedroom | Sleeps 4 guests,CoupleFriendlyBreakfastIncluded
Shining Sand Beach Hotel,Calangute,null,4.2,"['| 2 Dorm Beds', 'Living Room']","₹8,336 per night",null,null,null,CoupleFriendlyBreakfastavailableatextrachargesEnjoyHappyHourswith25%Offoffer
